cq_id,domain,clause,excerpt,question,cco_elements,dup_of,dup_score,dup_stage
CQ410,Data Protection,Article 43(7),"The competent supervisory authority or the national accreditation body shall revoke an accreditation of a certification body [...] where the conditions for the accreditation are not, or are no longer, met""",Which regulation specifies an obligation for supervisory authorities to revoke the accreditation of a certification body if conditions for accreditation are no longer met?,"cco:Obligation, cco:Regulation, cco:appliesToRole, cco:hasAction, cco:specifiesNorm",,,
CQ411,Data Protection,Article 43(1),"certification bodies [...] issue and renew certification""",What action is required of a certification body when issuing or renewing certification under Article 43?,"cco:Obligation, cco:Regulation, cco:appliesToRole, cco:hasAction, cco:specifiesNorm",,,
CQ412,Data Protection,Article 43(1),"certification bodies which have an appropriate level of expertise [...] issue and renew certification""",Which role is responsible for issuing data protection certifications under Article 43?,"cco:Agent, cco:Obligation, cco:Role, cco:appliesToRole, cco:holdsRole",,,
CQ413,Data Protection,Article 43(2),"certification bodies referred to in paragraph 1 shall be accredited [...] only where they have demonstrated their independence and expertise""",What condition must be satisfied for a certification body to be accredited under Article 43(2)?,"cco:Condition, cco:Norm, cco:Regulation, cco:appliesUnder, cco:hasConditionExpression, cco:specifiesNorm",,,
CQ414,Data Protection,Article 43(4),"The accreditation shall be issued for a maximum period of five years and may be renewed""",For how long can accreditation of a certification body be issued under Article 43(4)?,"cco:Norm, cco:Regulation, cco:specifiesNorm",,,
CQ415,Data Protection,Article 42(6),"The controller or processor [...] shall provide the certification body [...] with all information and access to its processing activities""",What action must a controller or processor perform when submitting to a certification mechanism under Article 42(6)?,"cco:Obligation, cco:Regulation, cco:appliesToRole, cco:hasAction, cco:hasObject, cco:specifiesNorm",,,
CQ416,Data Protection,Article 42(6),"provide [...] all information and access to its processing activities which are necessary to conduct the certification procedure""",Which resource must be made accessible by the controller or processor during the certification process under Article 42(6)?,"cco:Norm, cco:Regulation, cco:Resource, cco:hasObject, cco:specifiesNorm",,,
CQ417,Data Protection,Article 42(7),"Certification shall be issued to a controller or processor for a maximum period of three years and may be renewed""",What is the maximum duration for which a certification can be issued under Article 42(7)?,"cco:Norm, cco:Regulation, cco:specifiesNorm",,,
CQ418,Data Protection,Article 42(7),"Certification shall be withdrawn [...] where the requirements for the certification are not or are no longer met""",Under what condition is certification to be withdrawn under Article 42(7)?,"cco:Condition, cco:Norm, cco:Regulation, cco:appliesUnder, cco:hasConditionExpression, cco:specifiesNorm",,,
CQ419,Data Protection,Article 42(5),"A certification pursuant to this Article shall be issued by the certification bodies referred to in Article 43 or by the competent supervisory authority""",Which agent is authorized to issue certification under Article 42(5)?,"cco:Permission, cco:Regulation, cco:appliesToRole, cco:hasAction, cco:specifiesNorm",,,
CQ420,Data Protection,Article 42(5),"A certification pursuant to this Article shall be issued by the certification bodies referred to in Article 43 or by the competent supervisory authority""",What role must an agent hold to be eligible to issue certification under Article 42(5)?,"cco:Permission, cco:Regulation, cco:Role, cco:appliesToRole, cco:specifiesNorm",,,
CQ421,Data Protection,Article 41(6),"This Article shall not apply to processing carried out by public authorities and bodies""",Which regulation specifies a prohibition on applying Article 41 to processing by public authorities?,"cco:Prohibition, cco:Regulation, cco:appliesToRole, cco:appliesUnder, cco:specifiesNorm",,,
CQ422,Data Protection,Article 41(6),"This Article shall not apply to processing carried out by public authorities and bodies""",What action is prohibited under Article 41(6) regarding public authorities?,"cco:Prohibition, cco:Regulation, cco:appliesToRole, cco:hasAction, cco:specifiesNorm",,,
CQ423,Data Protection,Article 43(6),"The Board shall collate all certification mechanisms and data protection seals in a register and shall make them publicly available""",Which regulation specifies an obligation for the Board to collate certification mechanisms in a register?,"cco:Obligation, cco:Regulation, cco:hasAction, cco:specifiesNorm",,,
CQ424,Data Protection,Article 43(6),"The Board shall collate all certification mechanisms and data protection seals in a register and shall make them publicly available""",What action must the Board perform regarding certification mechanisms under Article 43(6)?,"cco:Obligation, cco:Regulation, cco:hasAction, cco:hasObject, cco:specifiesNorm",,,
CQ425,Data Protection,Article 43(6),"The Board shall collate all certification mechanisms and data protection seals in a register""",Which resource is created by the Board under Article 43(6)?,"cco:Norm, cco:Regulation, cco:Resource, cco:hasObject, cco:specifiesNorm",,,
CQ426,Data Protection,Article 45(3),"The implementing act shall provide for a mechanism for a periodic review, at least every four years""",What is the validity period for a decision on adequacy adopted by the Commission under Article 45(3)?,"cco:Regulation, cco:hasValidityEnd, cco:hasValidityStart, cco:specifiesNorm",,,
