cq_id,domain,clause,excerpt,question,cco_elements,llm_model,llm_assessment,llm_reason
CQ326,Education,200.1,"The provider must ensure the employer completes an MFA declaration for relevant funding they receive through transfers.""",What obligation applies to providers when an employer receives transferred funds that may engage subsidy control rules?,"cco:Condition, cco:Obligation, cco:appliesToRole, cco:appliesUnder, cco:hasAction, cco:hasConditionExpression, cco:hasObject",deepseek-ai/DeepSeek-V3.1,Yes,"The regulatory text contains an explicit obligation with an action (""ensure the employer completes an MFA declaration""), a role (""provider""), a condition (""when an employer receives transferred funds that may engage subsidy control rules""), and an object (""MFA declaration""), all mappable to CCO classes and properties."
CQ327,Education,201,"If providers become aware that an employer exceeds their Minimal Financial Assistance exemption... they must contact us.""",What must providers do if they become aware an employer exceeds the Minimal Financial Assistance exemption?,"cco:Obligation, cco:appliesToRole, cco:hasAction, cco:hasObject",deepseek-ai/DeepSeek-V3.1,Yes,"The clause contains an explicit obligation with an agent role, an action, and a condition, all representable using CCO classes and properties."
CQ328,Education,202,"Levy-paying employers can transfer a percentage of their levy funds... The annual transfer allowance percentage is currently set at 50%...""",What is the maximum percentage of levy funds that can be transferred by a levy-paying employer?,"cco:Condition, cco:Norm, cco:appliesUnder, cco:hasConditionExpression",deepseek-ai/DeepSeek-V3.1,Yes,"The clause contains a permission (transferring funds) with a condition (percentage limit), which can be represented using CCO's Norm, Condition, appliesUnder, and hasConditionExpression properties."
CQ329,Education,207,"A transfer must be agreed and put in place before an apprentice (being funded by the transfer) starts their apprenticeship.""",When must a transfer of levy funds be agreed for a new apprenticeship start?,"cco:Obligation, cco:hasAction, cco:hasObject",deepseek-ai/DeepSeek-V3.1,Yes,"The clause contains an obligation with a clear action (""transfer must be agreed and put in place""), an object (""levy funds""), and a temporal condition (""before an apprentice starts their apprenticeship""), all representable using CCO classes and properties."
CQ330,Education,208,"There must not be any conditions imposed on sending a transfer, such as choosing the receiving employer’s main provider or end-point assessment organisation...""",Can a sending employer impose conditions on the receiving employer’s choice of provider or EPAO?,"cco:Prohibition, cco:appliesToRole, cco:hasAction, cco:hasObject",deepseek-ai/DeepSeek-V3.1,Yes,"The clause contains a prohibition (""must not"") with an explicit action (""impose conditions"") and applies to a role (""sending employer""), which can be fully represented using CCO classes and properties."
CQ331,Education,209,"Employers must not seek or accept any incentives or inducements, or any other payments not authorised by us in exchange for sending or receiving a transfer.""",What obligation applies to employers regarding incentives in exchange for levy fund transfers?,"cco:Prohibition, cco:appliesToRole, cco:hasAction, cco:hasObject",deepseek-ai/DeepSeek-V3.1,Yes,"The regulatory text contains a clear prohibition with an applicable role (employers), an action (seek or accept), and an object (incentives or inducements), all representable using CCO classes and properties."
CQ332,Education,211,"Receiving employers will have 6 weeks to accept these funds.""",How long does a receiving employer have to accept approved transfer funds?,"cco:Condition, cco:Norm, cco:appliesUnder, cco:hasConditionExpression",deepseek-ai/DeepSeek-V3.1,Yes,"The clause establishes a deadline condition for an obligation, which can be represented using cco:Condition with a time-based expression and linked to a Norm via cco:appliesUnder."
CQ333,Education,212,"They will have 3 months to use these funds, by linking the funds to an approved apprenticeship record.""",How long does a receiving employer have to use accepted transfer funds by linking them to an apprenticeship record?,"cco:Condition, cco:Norm, cco:appliesUnder, cco:hasConditionExpression",deepseek-ai/DeepSeek-V3.1,Yes,"The clause establishes a temporal condition (""3 months"") for an obligation on an agent (receiving employer) to perform an action (use funds by linking to apprenticeship record), which can be represented using CCO's Norm, Condition, appliesUnder, and hasConditionExpression properties."
CQ334,Education,213.1,"Agree the transfer details with the sending employer (either by an approved pledge application or by a direct transfer connection)""",What must receiving employers agree with sending employers before entering details on their apprenticeship service account?,"cco:Obligation, cco:appliesToRole, cco:hasAction, cco:hasObject",deepseek-ai/DeepSeek-V3.1,Yes,"The clause contains an obligation for a specific role (receiving employers) to perform an action (agreeing transfer details) with an object (details on apprenticeship service account), which can be represented using the provided CCO elements."
CQ335,Education,213.2,"Agree with the main provider which apprenticeship standard the apprentice will be undertaking""",What must receiving employers agree with the main provider before entering details on their apprenticeship service account?,"cco:Obligation, cco:appliesToRole, cco:hasAction, cco:hasObject",deepseek-ai/DeepSeek-V3.1,Yes,"The clause imposes an obligation on receiving employers (Agent/Role) to perform an action (hasAction) regarding an apprenticeship standard (Resource), which can be represented using the specified CCO elements."
CQ336,Education,213.3,"Confirm the price that has been negotiated with the main provider and end-point assessment organisation.""",What must receiving employers confirm with the main provider and EPAO before entering details on their apprenticeship service account?,"cco:Obligation, cco:appliesToRole, cco:hasAction, cco:hasObject",deepseek-ai/DeepSeek-V3.1,Yes,"The clause imposes an obligation on receiving employers (Agent with Role) to perform an action (confirming price) regarding a resource (price details), which can be represented using the specified CCO elements."
